date,site_id,influent_bod,influent_cod,influent_tss,effluent_bod,effluent_cod,effluent_tss,nh4,no3,po4,flow_m3d,temperature_c,aeration_kwh,energy_kwh
2019-02-13,WWTP_02,23.02,105.32,72.47,1.68,17.46,15.38,1.26,6.47,0.91,1145.84,22.31,57.91,622.93
2019-02-14,WWTP_02,22.87,98.69,74.53,2.47,19.45,18.01,1.22,5.73,1.69,3283.63,22.84,65.99,1595.59
2019-02-15,WWTP_02,22.5,100.08,77.28,2.73,20.95,19.57,2.71,5.78,1.54,4031.11,27.1,92.29,2159.54
2019-02-16,WWTP_02,23.66,101.56,70.45,1.39,15.52,14.08,2.67,6.35,1.15,2373.1,26.06,127.21,1428.24
2019-02-17,WWTP_02,23.93,104.1,70.34,1.95,18.06,15.43,3.48,6.54,0.95,3326.89,26.22,164.95,1924.59
2019-02-18,WWTP_02,23.7,106.3,73.43,2.08,19.01,16.48,1.49,4.96,1.08,4635.31,27.56,95.14,2525.54
2019-02-19,WWTP_02,25.35,97.62,68.01,2.24,17.52,15.31,1.27,5.08,1.54,1591.83,25.91,197.7,954.78
2019-02-20,WWTP_02,23.63,105.7,70.56,2.54,20.79,17.03,2.6,3.26,0.81,2783.3,26.53,63.01,1461.19
2019-02-21,WWTP_02,26.0,102.43,76.11,3.55,22.84,20.26,3.53,7.66,2.36,3706.47,25.77,104.51,1946.4
2019-02-22,WWTP_02,24.75,109.41,69.63,1.82,18.17,14.79,3.53,4.4,2.12,3954.18,26.38,92.41,2007.02
2019-02-23,WWTP_02,27.04,107.36,72.57,1.89,17.48,15.19,2.3,8.4,1.08,4790.74,27.35,82.82,2592.79
2019-02-24,WWTP_02,22.82,111.45,68.2,2.41,21.73,16.35,3.08,4.57,0.88,2199.72,24.48,103.22,1193.24
2019-02-25,WWTP_02,23.19,101.31,75.69,3.13,22.43,20.03,2.72,7.21,1.5,3804.39,27.59,111.61,1989.5
2019-02-26,WWTP_02,24.44,108.61,76.66,3.57,25.15,21.02,2.16,9.11,1.51,3007.78,27.83,137.31,1689.55
2019-02-27,WWTP_02,25.22,104.1,68.32,2.81,20.85,16.72,3.66,7.43,0.94,4451.84,22.21,122.08,2356.61
2019-02-28,WWTP_02,23.0,108.21,72.25,2.98,23.44,18.8,3.32,6.61,0.9,4887.38,23.89,120.41,2575.33
2019-03-01,WWTP_02,23.65,107.07,72.04,2.84,22.29,18.17,3.21,6.1,1.2,1664.74,27.25,99.91,914.74
2019-03-02,WWTP_02,25.53,102.3,73.88,3.37,22.39,19.38,3.5,6.05,2.02,4934.85,25.94,77.65,2643.3
2019-03-03,WWTP_02,23.61,104.55,80.03,2.53,20.54,19.29,1.35,8.0,0.84,4047.56,26.58,184.0,2336.19
2019-03-04,WWTP_02,19.74,88.11,71.52,1.21,13.67,14.45,3.52,5.33,1.87,4707.63,28.16,117.92,2527.85
2019-03-05,WWTP_02,25.11,95.92,70.08,2.75,19.05,17.03,3.79,3.66,1.81,1330.29,26.32,73.18,787.73
2019-03-06,WWTP_02,18.94,97.36,69.68,2.68,22.12,18.82,2.06,9.14,2.44,2339.51,30.07,50.93,1235.34
2019-03-07,WWTP_02,24.76,105.88,78.65,1.9,17.9,16.92,3.8,5.07,1.75,3133.29,27.53,110.85,1676.94
2019-03-08,WWTP_02,27.05,94.33,74.66,2.59,17.55,17.27,3.05,6.45,2.53,3445.37,31.18,75.57,1737.25
2019-03-09,WWTP_02,21.59,95.52,77.43,2.19,18.29,18.3,3.31,6.83,1.43,4239.91,28.02,85.74,2208.22
2019-03-10,WWTP_02,21.65,103.62,79.73,2.28,20.2,19.11,3.75,6.81,2.32,1557.8,30.93,137.47,936.25
2019-03-11,WWTP_02,23.08,111.21,72.89,2.55,22.19,17.78,3.5,4.86,2.5,4832.55,27.14,87.14,2579.37
2019-03-12,WWTP_02,24.19,102.33,74.66,2.85,21.09,18.68,2.66,7.53,1.33,3945.89,25.86,97.34,1948.18
2019-03-13,WWTP_02,20.74,102.11,71.41,1.09,15.04,13.9,2.37,6.08,1.84,4933.36,27.16,86.24,2668.86
2019-03-14,WWTP_02,26.75,98.07,73.83,2.2,17.07,16.24,1.51,7.0,2.12,1843.88,28.91,82.64,1125.09
2019-03-15,WWTP_02,27.24,93.6,70.07,3.3,,,1.95,4.71,1.57,3816.13,29.52,82.62,1859.94
2019-03-16,WWTP_02,21.64,99.01,75.45,3.1,22.66,20.5,2.15,5.04,1.73,4110.91,29.55,103.95,2169.97
2019-03-17,WWTP_02,22.6,109.58,73.73,3.37,25.65,20.4,2.39,5.42,2.06,4064.98,28.74,95.61,2068.55
2019-03-18,WWTP_02,26.67,113.03,72.07,2.15,19.51,15.76,3.84,4.8,2.01,3438.73,30.33,91.2,1966.25
2019-03-19,WWTP_02,20.75,100.95,76.12,1.93,18.55,17.44,2.95,6.57,0.97,1931.43,29.93,123.8,995.48
2019-03-20,WWTP_02,23.77,90.65,73.45,2.95,19.2,18.77,2.54,4.26,2.46,4470.81,28.41,166.38,2433.58
2019-03-21,WWTP_02,26.09,106.97,74.24,1.74,17.11,15.34,2.82,7.35,1.67,3114.83,28.02,55.16,1545.32
2019-03-22,WWTP_02,25.36,92.45,71.69,2.42,17.19,16.57,1.72,7.62,2.24,1653.42,29.88,120.09,1052.19
2019-03-23,WWTP_02,25.51,98.26,73.81,2.23,17.55,16.55,1.57,4.15,0.97,2029.92,30.12,70.35,1016.68
2019-03-24,WWTP_02,22.07,103.8,75.1,1.47,16.59,15.51,3.16,4.16,2.14,2100.4,27.02,199.65,1372.06
2019-03-25,WWTP_02,23.14,97.16,76.59,1.54,15.52,15.81,3.83,9.34,1.0,4287.36,31.73,146.95,2202.7
2019-03-26,WWTP_02,25.64,102.2,75.9,3.74,23.65,20.8,2.3,8.45,2.09,2837.37,29.67,120.35,1475.57
2019-03-27,WWTP_02,25.35,106.61,74.15,3.64,24.42,20.16,3.83,5.65,1.71,2421.14,26.01,152.38,1488.49
2019-03-28,WWTP_02,26.85,97.56,69.97,3.69,21.83,18.67,3.04,3.73,1.91,4478.78,29.69,118.9,2455.02
2019-03-29,WWTP_02,25.41,99.61,71.72,2.74,19.63,17.33,3.49,8.76,1.31,3202.28,31.35,78.87,1735.2
2019-03-30,WWTP_02,26.32,91.36,71.09,2.51,16.98,16.43,1.63,8.04,1.89,1746.36,28.99,58.55,883.18
2019-03-31,WWTP_02,27.27,104.76,77.18,3.2,21.54,19.27,2.27,7.08,1.37,1106.43,30.57,160.28,832.36
2019-04-01,WWTP_02,28.67,108.04,76.87,3.71,23.39,19.99,2.28,4.26,1.12,3704.78,27.7,65.85,1964.82
2019-04-02,WWTP_02,25.62,110.69,77.27,2.04,19.01,16.82,3.49,3.84,2.17,4403.41,31.09,92.92,2155.18
2019-04-03,WWTP_02,27.08,95.82,74.24,2.13,16.38,16.11,1.84,4.91,1.74,4659.34,29.08,163.85,2456.17
2019-04-04,WWTP_02,26.73,102.99,74.57,3.39,22.04,19.22,1.79,7.6,1.91,4019.31,28.08,96.42,1889.11
2019-04-05,WWTP_02,22.58,97.23,69.32,2.11,17.91,15.91,2.03,8.99,1.35,4583.26,30.57,186.05,2403.4
2019-04-06,WWTP_02,26.28,102.56,69.82,3.45,22.36,18.26,2.16,4.05,1.14,1418.64,32.08,113.44,781.02
2019-04-07,WWTP_02,25.65,105.06,70.68,3.34,22.82,18.43,1.64,4.5,2.47,4285.89,32.64,130.59,2147.41
2019-04-08,WWTP_02,27.31,109.83,69.2,3.99,25.42,18.97,2.53,8.84,1.87,4329.56,31.45,198.74,2413.61
2019-04-09,WWTP_02,23.19,107.41,71.45,3.23,24.21,19.18,3.35,8.95,1.55,3522.54,26.45,96.56,1664.5
2019-04-10,WWTP_02,25.68,106.45,73.05,3.16,,18.61,3.67,7.29,2.12,2028.61,29.75,157.91,1164.27
2019-04-11,WWTP_02,24.33,96.9,74.43,1.65,15.59,15.45,1.98,7.4,1.58,3384.17,29.34,172.95,1908.47
2019-04-12,WWTP_02,26.63,95.55,77.7,3.63,21.29,20.66,3.83,9.27,1.17,2197.69,29.82,65.02,1244.76
2019-04-13,WWTP_02,23.75,98.41,72.67,2.75,20.1,18.05,3.84,7.25,1.6,1666.15,29.07,58.49,874.36
2019-04-14,WWTP_02,25.33,96.99,73.3,1.66,15.43,15.09,2.5,7.72,2.13,1695.85,31.26,104.18,890.75
2019-04-15,WWTP_02,25.29,106.15,66.8,1.27,15.43,12.88,2.56,8.36,1.62,4185.56,31.49,111.64,2227.29
2019-04-16,WWTP_02,28.16,110.73,70.02,3.96,25.09,18.87,1.42,8.7,1.29,1846.03,29.07,160.41,1090.2
2019-04-17,WWTP_02,20.83,111.49,71.75,2.83,24.76,19.03,1.39,3.57,1.88,2821.58,29.04,113.4,1525.07
2019-04-18,WWTP_02,23.95,113.18,70.61,1.65,18.31,14.71,2.84,4.71,1.28,3512.12,31.0,174.49,1776.06
2019-04-19,WWTP_02,23.77,105.12,75.77,2.5,20.46,18.14,2.58,4.66,1.94,2434.97,29.37,122.88,1358.19
2019-04-20,WWTP_02,26.46,103.55,72.57,2.07,17.64,15.7,2.82,6.38,1.2,2855.75,32.08,86.87,1489.88
2019-04-21,WWTP_02,26.07,103.03,75.1,2.26,18.36,16.81,2.71,4.2,1.51,1396.58,27.4,166.7,1075.7
2019-04-22,WWTP_02,23.67,99.9,75.37,1.87,17.09,16.36,2.4,6.52,1.01,4938.3,28.83,149.96,2684.34
2019-04-23,WWTP_02,21.52,105.58,70.03,2.7,22.48,17.97,3.14,8.07,2.01,3458.0,26.71,198.2,1848.33
2019-04-24,WWTP_02,27.7,98.48,70.06,3.49,21.02,18.02,2.04,5.86,1.26,1078.61,30.29,181.91,712.94
2019-04-25,WWTP_02,25.23,108.35,74.74,3.41,24.03,19.81,1.73,8.13,1.9,1179.44,25.87,105.31,790.97
2019-04-26,WWTP_02,26.05,106.08,74.87,2.85,21.05,18.19,3.26,6.28,2.38,4631.04,28.51,63.11,2317.8
2019-04-27,WWTP_02,25.89,105.04,74.19,3.13,21.95,18.76,3.7,3.67,1.1,3150.32,32.41,52.55,1725.51
2019-04-28,WWTP_02,26.12,103.22,76.11,3.88,24.13,21.04,2.67,6.11,1.69,1288.85,29.59,152.67,956.36
2019-04-29,WWTP_02,24.7,95.38,72.92,2.1,16.85,16.22,1.74,8.58,1.88,1628.82,28.48,60.93,930.98
2019-04-30,WWTP_02,21.9,106.69,74.6,1.14,15.67,14.49,2.55,6.06,2.11,1529.88,29.31,132.04,810.15
2019-05-01,WWTP_02,24.8,109.07,72.25,1.6,17.23,14.79,1.54,3.86,1.27,4499.06,28.98,65.17,2248.62
2019-05-02,WWTP_02,21.59,110.09,71.0,1.86,19.54,15.85,1.87,7.59,2.31,1507.21,29.52,179.99,834.15
2019-05-03,WWTP_02,25.06,95.27,72.21,2.0,16.38,15.74,3.17,3.93,1.68,4258.5,27.99,192.54,2395.54
2019-05-04,WWTP_02,19.89,107.03,72.87,2.05,20.61,17.3,2.49,8.36,2.23,2614.08,30.22,99.99,1682.56
2019-05-05,WWTP_02,23.89,106.68,70.97,2.42,20.4,16.76,2.1,3.91,1.21,4797.12,25.91,119.1,2465.6
2019-05-06,WWTP_02,25.45,90.55,66.74,2.68,17.63,15.98,3.67,5.52,1.24,1973.87,29.02,118.66,1031.7
2019-05-07,WWTP_02,25.75,110.77,71.6,2.99,22.65,17.81,2.65,4.47,2.06,1209.12,26.69,181.16,827.2
2019-05-08,WWTP_02,27.06,96.91,74.71,,21.67,19.93,1.68,6.18,0.93,1783.92,26.69,191.56,1077.26
2019-05-09,WWTP_02,24.87,102.62,75.2,3.06,21.62,19.14,2.98,7.16,2.47,2060.19,26.34,67.05,1111.67
2019-05-10,WWTP_02,25.53,105.79,67.04,3.44,23.42,17.74,1.93,5.45,2.06,3158.65,27.13,61.62,1709.51
2019-05-11,WWTP_02,24.04,109.02,74.33,2.49,21.04,17.68,2.11,3.83,2.26,4132.64,26.88,123.11,2061.58
2019-05-12,WWTP_02,25.36,102.87,76.25,3.68,23.71,20.83,1.35,4.29,0.82,3973.41,31.31,158.5,2158.27
2019-05-13,WWTP_02,23.98,99.07,70.2,3.0,21.06,17.99,2.12,4.67,1.59,2629.63,25.39,175.47,1505.37
2019-05-14,WWTP_02,30.38,110.03,68.91,3.96,23.9,17.96,1.97,6.69,1.11,1465.33,26.76,195.52,860.04
2019-05-15,WWTP_02,26.13,107.78,76.73,,,,3.51,7.26,1.01,1973.77,25.27,60.88,1097.76
2019-05-16,WWTP_02,22.61,111.43,73.25,3.19,25.28,19.76,3.53,4.65,1.31,2609.04,27.22,57.68,1255.78
2019-05-17,WWTP_02,24.1,91.58,69.18,1.75,15.15,14.65,3.15,4.0,1.35,2493.41,26.53,156.08,1358.3
2019-05-18,WWTP_02,23.09,94.74,73.3,3.18,21.23,19.59,3.6,7.74,1.39,3314.26,23.94,186.7,1716.64
2019-05-19,WWTP_02,24.47,107.98,71.34,,,15.89,2.75,8.24,2.24,4679.17,25.6,161.08,2410.76
2019-05-20,WWTP_02,25.19,110.04,73.77,1.96,18.73,15.96,1.33,5.8,1.0,2349.91,24.21,52.71,1337.32
2019-05-21,WWTP_02,19.59,110.7,75.75,1.3,17.68,15.64,1.64,3.72,2.15,1626.45,25.8,64.61,877.9
2019-05-22,WWTP_02,25.9,93.03,74.11,3.71,21.31,20.15,2.46,6.53,1.8,2022.66,24.42,104.68,1077.45
2019-05-23,WWTP_02,24.76,102.82,76.07,1.83,17.11,16.18,2.86,4.21,1.65,4470.89,25.59,117.83,2346.3
2019-05-24,WWTP_02,23.22,95.14,71.9,1.47,14.92,14.65,3.27,5.04,0.82,3898.23,25.05,96.73,2016.4
2019-05-25,WWTP_02,26.72,110.43,71.99,2.99,22.15,17.64,2.16,5.18,1.29,3103.79,23.21,128.64,1794.62
2019-05-26,WWTP_02,21.38,106.52,73.05,1.66,18.1,15.78,2.48,6.79,0.71,3472.41,23.73,126.43,1652.7
2019-05-27,WWTP_02,25.1,100.44,73.85,2.59,19.39,17.56,1.16,3.11,1.87,3152.38,20.56,161.71,1743.43
2019-05-28,WWTP_02,22.84,98.35,66.72,2.86,20.92,17.11,2.63,6.77,2.05,2670.83,22.95,60.96,1556.21
2019-05-29,WWTP_02,25.11,101.06,71.35,3.67,23.41,19.57,2.43,8.36,2.28,3162.21,24.73,151.04,1725.89
2019-05-30,WWTP_02,23.49,96.53,71.46,2.45,18.73,17.06,2.45,4.96,0.91,3014.88,19.98,174.53,1558.36
2019-05-31,WWTP_02,26.07,105.26,73.59,1.39,15.57,14.37,3.2,6.4,1.52,1111.36,22.45,144.28,538.62
2019-06-01,WWTP_02,26.76,103.11,73.43,3.78,23.41,19.83,2.0,7.28,1.79,4962.57,19.36,91.68,2365.52
2019-06-02,WWTP_02,23.43,107.47,71.33,1.91,18.64,15.64,3.16,3.97,2.09,1239.05,21.87,97.19,790.77
2019-06-03,WWTP_02,24.85,100.79,71.43,1.6,15.92,14.62,1.93,3.92,1.31,2542.21,21.45,187.31,1461.56
2019-06-04,WWTP_02,26.6,100.48,72.66,3.83,23.09,19.8,1.58,5.32,0.85,4790.26,20.52,138.62,2622.71
2019-06-05,WWTP_02,23.74,101.14,71.87,1.72,16.72,15.21,2.32,6.0,0.77,1504.55,23.91,129.43,977.33
2019-06-06,WWTP_02,27.94,100.37,73.22,4.01,23.01,19.92,2.28,7.71,2.26,2721.37,22.86,78.69,1411.67
2019-06-07,WWTP_02,20.46,110.62,71.31,2.53,23.36,18.18,2.6,8.33,1.01,4245.86,20.68,58.3,2104.55
2019-06-08,WWTP_02,23.33,106.5,73.12,1.99,18.82,16.27,3.29,6.9,2.12,3068.53,21.29,69.03,1500.8
2019-06-09,WWTP_02,22.19,115.49,71.44,1.22,17.26,14.05,1.81,5.14,1.75,3415.17,18.1,94.84,1664.36
2019-06-10,WWTP_02,22.23,98.64,71.31,2.84,21.21,18.44,2.79,3.77,0.66,2897.81,21.84,187.27,1702.86
2019-06-11,WWTP_02,23.93,105.18,72.65,2.37,19.9,17.02,1.41,7.61,1.75,4923.04,21.33,73.35,2465.64
2019-06-12,WWTP_02,21.69,96.6,73.03,3.11,22.12,19.85,3.31,2.67,1.93,2461.47,20.57,185.24,1535.83
2019-06-13,WWTP_02,22.71,98.7,73.61,2.36,,,2.31,3.63,1.87,4869.31,20.59,90.29,2438.02
2019-06-14,WWTP_02,22.89,100.72,80.08,3.1,22.36,21.24,1.89,4.47,1.37,3342.62,17.93,57.94,1869.67
2019-06-15,WWTP_02,21.33,93.05,72.2,2.87,20.57,19.09,1.66,6.63,1.43,2545.85,16.9,113.04,1373.47
2019-06-16,WWTP_02,22.84,101.06,69.88,1.32,15.38,13.93,1.43,4.64,1.44,4526.84,19.71,111.55,2312.79
2019-06-17,WWTP_02,21.49,99.43,72.84,2.25,19.3,17.4,1.49,4.7,1.91,3996.0,17.77,90.85,2055.77
2019-06-18,WWTP_02,21.69,100.49,73.44,2.1,18.79,17.05,2.21,4.57,1.82,3093.14,20.15,96.25,1648.94
2019-06-19,WWTP_02,23.38,102.55,71.95,3.04,22.26,18.74,1.64,5.36,1.67,1452.92,17.44,110.95,1130.98
2019-06-20,WWTP_02,20.46,96.87,72.27,1.42,15.72,15.09,2.42,5.66,1.62,2648.07,19.0,128.7,1365.79
2019-06-21,WWTP_02,19.76,106.59,71.51,2.8,24.23,19.33,1.8,6.83,1.77,2978.39,19.63,184.21,1613.42
2019-06-22,WWTP_02,19.39,104.21,72.19,2.74,23.66,19.49,2.82,4.19,0.71,1957.48,14.64,98.09,1026.48
2019-06-23,WWTP_02,21.63,94.79,65.99,2.49,19.32,16.37,2.51,7.61,1.68,2328.0,21.49,161.67,1434.88
2019-06-24,WWTP_02,21.31,91.13,72.99,2.01,16.86,16.81,1.95,6.15,0.78,4457.61,19.41,52.42,2171.91
2019-06-25,WWTP_02,19.41,91.49,68.44,1.38,14.99,14.4,1.16,6.26,1.74,3247.51,17.09,161.13,1663.2
2019-06-26,WWTP_02,25.03,95.36,73.45,2.32,17.51,16.82,2.46,4.44,0.88,2837.38,20.7,185.49,1660.41
2019-06-27,WWTP_02,21.84,97.04,73.24,1.4,15.32,14.99,1.62,2.68,1.1,1922.94,17.53,93.68,1027.91
2019-06-28,WWTP_02,24.67,94.0,71.18,2.87,19.24,17.71,0.79,7.89,1.72,2838.53,14.19,134.47,1508.61
2019-06-29,WWTP_02,24.32,100.02,71.16,2.0,17.39,15.64,0.74,8.05,1.03,2149.61,15.88,133.68,1154.61
2019-06-30,WWTP_02,21.59,100.22,74.09,1.08,14.54,14.27,1.26,3.75,0.6,1656.25,17.47,185.86,947.1
2019-07-01,WWTP_02,21.35,103.23,67.3,2.29,20.27,16.22,1.24,6.46,1.09,4957.12,16.24,58.21,2509.29
2019-07-02,WWTP_02,17.59,86.53,70.51,1.36,14.66,15.2,2.69,7.65,1.67,4402.32,17.68,95.53,2316.46
2019-07-03,WWTP_02,18.68,93.02,64.94,1.01,13.81,12.71,1.27,2.58,1.19,1228.4,14.32,66.58,661.76
2019-07-04,WWTP_02,18.9,106.55,69.39,1.44,17.95,14.9,1.54,3.96,0.82,4095.98,14.39,69.63,2261.8
2019-07-05,WWTP_02,22.7,102.73,77.97,1.19,15.12,15.17,2.88,3.23,1.65,1788.97,9.86,82.03,885.64
2019-07-06,WWTP_02,25.16,103.27,70.27,1.5,15.87,14.1,0.84,4.11,1.32,1637.58,13.39,117.33,806.15
2019-07-07,WWTP_02,20.34,99.11,70.46,3.01,23.12,19.44,1.25,5.65,0.72,4638.35,14.14,145.08,2274.98
2019-07-08,WWTP_02,22.31,90.93,68.91,2.06,16.64,15.74,2.81,4.88,0.38,3480.01,15.4,115.2,1814.41
2019-07-09,WWTP_02,20.58,94.84,67.75,1.51,15.74,14.38,0.91,3.76,1.02,4772.78,15.08,189.76,2519.12
2019-07-10,WWTP_02,19.22,98.11,66.42,2.0,18.99,15.83,2.64,7.39,0.87,2966.95,10.16,79.94,1521.25
2019-07-11,WWTP_02,21.75,95.76,72.01,,15.17,,1.58,4.28,1.87,1802.26,11.59,82.3,898.37
2019-07-12,WWTP_02,20.4,102.29,69.23,1.8,18.37,15.59,1.38,7.36,0.28,1841.1,16.56,55.93,1090.48
2019-07-13,WWTP_02,24.84,91.03,72.77,2.93,18.77,18.21,0.57,4.29,0.41,4790.49,15.1,121.28,2625.54
2019-07-14,WWTP_02,19.88,85.8,69.73,1.37,13.89,14.54,2.49,5.74,0.26,3265.29,10.99,84.3,1755.49
2019-07-15,WWTP_02,20.99,107.35,69.19,1.43,17.31,14.38,1.21,4.92,1.32,3810.52,11.76,193.4,1860.23
2019-07-16,WWTP_02,22.77,98.26,70.98,2.74,20.45,17.9,0.61,6.71,0.78,3641.88,8.72,140.25,1947.51
2019-07-17,WWTP_02,20.97,93.46,63.06,1.58,15.67,13.49,2.35,6.26,0.22,1776.52,14.49,130.49,970.39
2019-07-18,WWTP_02,22.86,90.99,62.0,3.07,20.09,16.37,0.34,7.29,0.55,1959.8,14.64,186.74,1252.52
2019-07-19,WWTP_02,23.52,88.11,71.06,2.7,17.93,17.6,1.19,4.78,0.13,1964.98,12.05,81.23,1139.07
2019-07-20,WWTP_02,19.85,92.01,67.66,1.98,17.45,15.87,2.4,3.0,0.26,2425.62,11.21,172.52,1547.15
2019-07-21,WWTP_02,20.71,112.08,66.28,1.73,19.61,14.64,0.93,5.05,1.11,2782.92,9.6,175.42,1530.35
2019-07-22,WWTP_02,17.64,109.22,70.8,1.26,17.96,14.93,1.19,5.38,0.36,4730.59,12.96,53.05,2344.41
2019-07-23,WWTP_02,20.8,88.23,69.57,1.19,13.35,13.81,1.4,4.42,0.3,4210.62,11.91,87.04,2195.51
2019-07-24,WWTP_02,22.26,103.39,71.37,3.05,23.08,19.01,1.68,1.66,0.93,1619.37,8.62,114.87,812.28
2019-07-25,WWTP_02,19.5,97.95,65.2,1.81,17.96,14.91,1.75,4.77,1.33,2342.44,9.37,164.77,1271.55
2019-07-26,WWTP_02,15.31,103.83,73.82,1.82,21.51,18.54,0.36,1.96,1.63,3757.12,8.42,138.87,1928.98
2019-07-27,WWTP_02,21.56,94.98,69.49,2.67,20.08,17.74,0.3,1.56,0.47,4525.94,9.78,112.39,2417.23
2019-07-28,WWTP_02,21.14,88.95,67.97,2.08,16.76,15.87,2.39,6.19,0.16,3770.29,10.34,68.37,1968.64
2019-07-29,WWTP_02,22.72,97.06,67.53,3.25,22.19,18.33,0.8,3.29,1.64,2130.67,3.29,119.13,1090.47
2019-07-30,WWTP_02,21.55,106.73,68.72,1.36,16.75,14.01,1.66,5.33,0.24,4783.11,8.86,89.72,2434.27
2019-07-31,WWTP_02,20.86,98.16,66.62,2.2,19.15,15.98,1.62,5.91,0.19,4849.46,9.35,183.53,2686.9
2019-08-01,WWTP_02,19.39,79.3,73.0,2.3,16.39,18.31,1.51,5.65,0.71,3516.88,9.85,57.79,1917.46
2019-08-02,WWTP_02,20.2,103.0,66.25,2.05,19.73,15.66,2.27,3.52,1.27,1387.27,5.87,121.41,815.78
2019-08-03,WWTP_02,17.46,93.24,64.53,1.26,15.36,13.63,1.96,2.59,1.56,3370.27,7.34,140.76,1587.07
2019-08-04,WWTP_02,19.09,113.04,64.83,1.31,18.3,13.51,1.38,1.99,1.28,4729.78,7.08,192.1,2461.87
2019-08-05,WWTP_02,19.65,89.99,68.89,1.11,13.58,13.65,0.47,2.7,0.66,2532.66,6.4,75.62,1484.32
2019-08-06,WWTP_02,20.43,85.49,69.7,1.91,15.74,15.99,1.78,6.79,1.52,4784.3,4.51,86.71,2438.87
2019-08-07,WWTP_02,18.76,95.27,70.5,2.8,22.31,19.51,1.09,1.42,0.88,2354.22,11.1,180.32,1302.22
2019-08-08,WWTP_02,18.66,107.23,68.88,2.27,22.45,17.45,0.09,5.13,1.41,1651.61,4.11,171.86,1042.72
2019-08-09,WWTP_02,19.64,99.11,62.86,2.85,22.84,,0.07,5.42,0.69,2025.17,7.11,50.06,959.27
2019-08-10,WWTP_02,19.23,88.43,61.91,2.27,18.23,15.49,2.36,4.93,-0.03,2720.7,5.31,181.25,1484.19
2019-08-11,WWTP_02,19.52,99.13,72.73,1.81,18.21,16.66,0.07,1.9,0.98,1831.3,11.75,92.53,1036.19
2019-08-12,WWTP_02,19.27,96.81,68.4,2.58,21.35,18.05,2.37,1.99,0.74,2456.48,3.42,145.91,1354.57
2019-08-13,WWTP_02,17.92,98.96,67.42,2.62,22.89,18.48,2.19,6.02,0.41,4157.16,1.36,104.39,2208.72
2019-08-14,WWTP_02,20.18,93.57,70.26,2.53,19.92,18.03,1.23,3.89,1.09,1272.04,4.82,79.07,784.85
2019-08-15,WWTP_02,18.25,97.27,64.43,2.35,20.97,16.7,2.04,6.63,0.77,2409.24,6.49,130.04,1207.21
2019-08-16,WWTP_02,19.61,98.91,67.98,1.94,18.68,15.9,0.55,3.69,0.68,3826.57,8.49,191.1,2075.9
2019-08-17,WWTP_02,19.64,113.9,67.49,2.62,25.04,17.76,1.77,6.85,1.48,1788.42,5.17,118.08,1081.83
2019-08-18,WWTP_02,22.17,96.08,61.32,2.23,18.31,14.44,1.3,2.06,1.4,3696.75,3.51,144.99,2015.26
2019-08-19,WWTP_02,18.1,80.59,70.25,1.65,14.67,15.98,0.07,3.49,0.16,4948.4,7.73,98.81,2632.85
2019-08-20,WWTP_02,18.55,85.1,67.83,1.28,13.79,14.15,1.17,2.56,-0.04,1649.99,3.95,184.26,898.93
2019-08-21,WWTP_02,21.35,96.21,66.86,1.98,17.65,15.3,0.83,3.05,0.22,3678.45,0.8,117.0,2142.81
2019-08-22,WWTP_02,21.12,91.78,76.87,2.52,19.05,19.34,0.27,1.37,1.06,1784.94,1.55,153.51,907.82
2019-08-23,WWTP_02,16.05,81.66,66.5,2.25,18.45,17.89,0.58,4.82,0.97,2144.9,0.63,81.56,1136.11
2019-08-24,WWTP_02,18.3,90.76,66.07,1.57,16.11,14.74,-0.02,1.63,0.92,2358.64,2.44,156.19,1173.73
2019-08-25,WWTP_02,20.34,90.0,68.96,1.96,16.8,15.99,0.88,2.41,0.85,4485.33,0.28,88.56,2283.0
2019-08-26,WWTP_02,15.02,92.75,67.28,1.69,18.68,16.53,0.73,5.81,0.92,3456.68,4.33,100.12,1832.21
2019-08-27,WWTP_02,21.7,94.39,60.37,1.81,16.51,13.33,-0.2,6.0,0.57,2371.87,2.38,124.45,1200.58
2019-08-28,WWTP_02,22.83,89.36,69.42,2.06,16.18,15.73,1.77,1.42,0.48,2347.39,2.43,135.42,1373.71
2019-08-29,WWTP_02,17.26,102.24,68.36,2.37,22.88,18.24,0.07,4.09,1.41,2659.99,4.45,189.57,1358.06
2019-08-30,WWTP_02,21.8,97.1,64.95,1.55,15.94,13.68,-0.12,2.95,0.65,3241.39,0.73,159.29,1902.69
2019-08-31,WWTP_02,16.24,102.11,74.51,1.4,18.11,16.62,0.38,1.23,-0.01,1898.33,4.67,155.19,1104.43
2019-09-01,WWTP_02,18.18,101.6,62.79,2.38,22.12,16.4,-0.12,4.25,1.46,1667.32,-0.94,57.0,819.0
2019-09-02,WWTP_02,20.97,97.75,70.34,1.16,14.65,13.87,0.74,4.66,0.57,3522.35,-0.76,126.18,1865.67
2019-09-03,WWTP_02,22.06,95.28,70.3,3.06,21.42,18.83,1.51,3.68,1.29,4679.48,4.25,58.27,2466.6
2019-09-04,WWTP_02,15.0,97.17,65.8,2.24,22.76,18.21,0.12,4.15,0.98,4666.57,3.71,109.15,2563.67
2019-09-05,WWTP_02,23.26,96.81,72.47,2.28,18.2,16.89,-0.12,1.81,1.19,3899.65,0.42,184.21,2034.21
